toll_plaza_id,Stretch,Tollable Length,Fee Effective Date,Due Date of Toll Revision,Concessions,Rest Areas,Truck Lay byes,Static Weigh Bridge,Announcement,Helpline No.,Emergency Services,Nearest Police Station,Highway Administrator (Project Director),Project Implementation Unit(PIU),Regional Office(RO),Representative of Consultant,Representative of Concessionaire,Nearest Hospital(s),Date of fee notification,Commercial Operation Date,Fee Rule,Capital Cost of Project (in Rs. Cr.),Cumulative Toll Revenue (in Rs. Cr.),Concessions Period,Design Capacity (PCU),Traffic (PCU/day),Target Traffic (PCU/day),Name of Concessionaire / OMT Contractor,Name / Contact Details of Incharge,Car/Jeep/Van_Single Journey,Car/Jeep/Van_Return Journey,Car/Jeep/Van_Monthly Pass,Car/Jeep/Van_Commercial Vehicle Registered within the district of plaza,LCV_Single Journey,LCV_Return Journey,LCV_Monthly Pass,LCV_Commercial Vehicle Registered within the district of plaza,Bus/Truck_Single Journey,Bus/Truck_Return Journey,Bus/Truck_Monthly Pass,Bus/Truck_Commercial Vehicle Registered within the district of plaza,Upto 3 Axle Vehicle_Single Journey,Upto 3 Axle Vehicle_Return Journey,Upto 3 Axle Vehicle_Monthly Pass,Upto 3 Axle Vehicle_Commercial Vehicle Registered within the district of plaza,4 to 6 Axle_Single Journey,4 to 6 Axle_Return Journey,4 to 6 Axle_Monthly Pass,4 to 6 Axle_Commercial Vehicle Registered within the district of plaza,HCM/EME_Single Journey,HCM/EME_Return Journey,HCM/EME_Monthly Pass,HCM/EME_Commercial Vehicle Registered within the district of plaza,7 or more Axle_Single Journey,7 or more Axle_Return Journey,7 or more Axle_Monthly Pass,7 or more Axle_Commercial Vehicle Registered within the district of plaza
5896,BhiwaniMundhalJind (Ch. 6.875 to Ch. 68.857),61.982 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,0,2,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9991735851, Ambulance -8468812122, Route Patrol-9813522207",1033,0 / 0,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Chandigarh,Sh. Suresh Dangi,Ritik Yadav......basstoll.vikrantbishnoigmail.com / 9170774868,Civil Hospital Jind 7027812024,27-Jun-2020 (Sr No. - S.O. 2046 (E )),16-Dec-2021,Fee rules 2008,183.00,2.66 (For Entire Project Stretch) As on :07-May-2022,NA,NA,8400 As on : 07-May-2022,NA As on : 07-May-2022,Poonam Singh,Anuj Kumar / 8130006511,55.00,85.00,1875.00,30.00,90.00,135.00,3030.00,45.00,190.00,285.00,6350.00,95.00,210.00,310.00,6925.00,105.00,300.00,450.00,9955.00,150.00,300.00,450.00,9950.00,150.00,365.00,545.00,12120.00,180.00
5644,Kharar to Ludhiana,28.460 km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,kharar kotwali / 9115516041,Sh. Aashim Bansal / 01722587446 2587447,PIU Chandigarh,RO Chandigarh,,NA / 0,Govt Hospital Kharar,06-Nov-2020 (Sr No. - ),31-Mar-2020,NA,1450.00,NA (For Entire Project Stretch) As on :01-Jan-2021,NA,10,NA As on : 01-Jan-2021,NA As on : 01-Jan-2021,Ms Ashmi road carriers pvt ltd,Bajrang / 8130006996,110.00,165.00,3665.00,55.00,180.00,265.00,5920.00,90.00,370.00,560.00,12405.00,185.00,405.00,610.00,13530.00,205.00,585.00,875.00,19450.00,290.00,585.00,875.00,19450.00,290.00,710.00,1065.00,23680.00,355.00
6647,00.00 to 227.02km,Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. T.N.Singh,NA / 0,,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :24-Jun-2022,NA,6,NA As on : 24-Jun-2022,NA As on : 24-Jun-2022,M/s Gawar Construction,KAMLESH KUMAR YADAV / 8130006424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4566,Hisar Dabwali Pkg II,43.891 KM Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9466489407, Ambulance -9466489407, Route Patrol-9466489407",1033,Adrsh Ding / 8814011615,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,Sh. S.K. Suman,Mr. Gyanchand Garg / 7409001003,Sangrasadha  Sikndrapur,03-Aug-2017 (Sr No. - 2463(A)),31-Mar-2018,NA,973.88,138155927.00 (For Entire Project Stretch) As on :21-Jan-2019,4 year maintenance by EPC Contractor(Started from,NA,NA As on : 29-Jan-2019,NA As on : 29-Jan-2019,Ms Sahakar Global Ltd,Sumit Siwach / 8130006498,75.00,115.00,2510.00,40.00,120.00,180.00,4050.00,60.00,255.00,380.00,8485.00,125.00,280.00,415.00,9255.00,140.00,400.00,600.00,13305.00,200.00,400.00,600.00,13305.00,200.00,485.00,730.00,16200.00,245.00
5903,97.864,Km 48.664 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,2 Nos.,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9812229387, Ambulance -9812003422, Route Patrol-8053011759",1033,Loharu / 1252258203,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Chandigarh,Mr. Subash Bhambhu,Mr. Ashok Jain / 9811087846,Govt.Hospital Loharu(09996655559),23-Aug-2021 (Sr No. - na),13-Dec-2021,Fee rules 2008,136.25,5804970.00 (For Entire Project Stretch) As on :02-Apr-2022,NA,18500,1188 As on : 06-Apr-2022,7930 As on : 02-Apr-2023,JAISINGH and COMPNY,Mr. RAJESH SHUHAG / 8130006510,40.00,60.00,1300.00,20.00,65.00,95.00,2095.00,30.00,130.00,200.00,4395.00,65.00,145.00,215.00,4790.00,70.00,205.00,310.00,6890.00,105.00,205.00,310.00,6890.00,105.00,250.00,375.00,8385.00,125.00
6646,00.00 to 227.02km,Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. T.N.Singh,NA / 0,,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :24-Jun-2022,NA,6,NA As on : 24-Jun-2022,NA As on : 24-Jun-2022,M/s Gawar Construction,ATISH  SINGH / 8130006421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635,00.00 to 227.02 km,227.02 km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Diwakar Pandey (RE),NA / 0,,24-Jun-2022 (Sr No. - 2752),01-Aug-2022,NA,NA,NA (For Entire Project Stretch) As on :01-Aug-2022,NA,6,NA As on : 01-Aug-2022,NA As on : 01-Aug-2022,M/s Jian Xi Construction CEIGALL-Shiv build India JV,RAVINDRA KUMAR / 8130006411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504,Kaithal to Haryana Rajasthan Border,33.909 Km(s),01-Sep-2024,31-Aug-2025,,Not constructed,Narwana Barwala Hisar  Siwani,At both side of Toll plazas,,"Crane-18008434422, Ambulance -18008434422, Route Patrol-18008434422",1033,Sadar thana police station / 01662237150,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,N.S.Vardhan,Col. Dal Singh / 8222999615,Govt. Hospital Hisar,05-Sep-2017 (Sr No. - S.O. 2925(E)),08-Sep-2017,2008 amended,1393.00,NA (For Entire Project Stretch) As on :01-Sep-2017,27,NA,NA As on : 01-Sep-2017,21919 As on : 01-Sep-2023,Ms Kaithal Tollway Pvt. Ltd,Mr.Dinesh Bhanawala / 8130006526,70.00,105.00,2350.00,35.00,115.00,170.00,3795.00,55.00,240.00,360.00,7955.00,120.00,260.00,390.00,8680.00,130.00,375.00,560.00,12475.00,185.00,375.00,560.00,12475.00,185.00,455.00,685.00,15190.00,230.00
6826,27.400 to 62.200,34.800 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Dabwali police station / 08814011640,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,Virendra Kumar,Mr. Udham Singh / 9672372300,Government Hospital chautala (mo9315317206  ),12-Mar-2024 (Sr No. - 1312 (E) ),25-Jun-2024,NA,864.27,0.95 (For Entire Project Stretch) As on :16-Aug-2024,NA,NA,5258 As on : 30-Sep-2024,NA As on : 30-Sep-2024,VRC DC Higway Pvt. Ltd.,Mr. Pardeep / 9636457656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5679,Rohna Hassangarh to jhajjar section from km 44.80 to 80.250,35.45 Km(s),03-Jun-2024,31-Mar-2025,The rate of monthly pass for local non commercial vehicles residing with in a distance 20 KM from the toll plaza for the FY 2024-25 shall be 340.,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7206969021, Ambulance -9588176137, Route Patrol-9896400610",1033 100  102  108,NA /,Sh. Jag Bhushan / 8130006101   9873793033,PIU Sonipat,RO Chandigarh,NA,NA /,,30-Jul-2020 (Sr No. - 2482 (E)),03-Apr-2021,Fee rules 2008,NA,NA (For Entire Project Stretch) As on :03-Apr-2020,NA,NA,NA As on : 03-Apr-2020,NA As on : 03-Apr-2020,Bheema Tolling & Traffic Solution Pvt.Ltd,Didar Singh / 8130006505,70.00,105.00,2355.00,35.00,115.00,170.00,3800.00,55.00,240.00,360.00,7960.00,120.00,260.00,390.00,8685.00,130.00,375.00,560.00,12485.00,185.00,375.00,560.00,12485.00,185.00,455.00,685.00,15195.00,230.00
6822,27.400 to 62.200,34.8 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Dabwali police station / 08814011640,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,Virendra Kumar,Mr. Udham Singh / 9672372300,Government Hospital chautala (mo9315317206  ),12-Mar-2024 (Sr No. - 1312 (E)),25-Jun-2024,Fee rules 2008,864.27,NA (For Entire Project Stretch) As on :16-Aug-2024,NA,NA,140 As on : 30-Sep-2024,NA As on : 30-Sep-2024,VRC DC Higway Pvt. Ltd.,Mr. Pardeep / 9636457656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6645,00.00 to 227.02km,Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,Installed,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. T.N.Singh,NA / 0,,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :24-Jun-2022,NA,6,NA As on : 24-Jun-2022,NA As on : 24-Jun-2022,M/s Gawar-Shivalaya Construction JV,JAI SINGH / 8130006420,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Rohtak - Panipat,Km 39.330 Km(s),03-Jun-2024,31-Mar-2025,The rate of monthly pass for a person who owns a mechanical vehicle registered for non-commercial purposes and resides within a distance of 20 km from the fee plaza is Rs.340/- for the FY 2024-25.,0,At Km 46.100 of NH-71A,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-8607811001, Ambulance -7877238734, Route Patrol-7419730134",1033,P.S. Israna / 8398000618,Sh. Jag Bhushan / 1149048174   8130006101,PIU Sonipat,RO Chandigarh,Rajendra Mathur,B.K. Chauhan / 8059002100,"1)Civil Hospital,0180-2632102 2)NC Medical College, Israna Panipat, Haryana 132145, 3)Mittal Hospital Israna, Haryana 132107",25-Jun-2013 (Sr No. - S.O.1847(E)),09-Jan-2014,2008,807.00,236.83 (For Entire Project Stretch) As on :31-Dec-2016,18.04.2011-17.04.2036,60000,24890 As on : 19-Dec-2016,23800 As on : 01-Sep-2019,Ms Skylark Infra Engineering Pvt Ltd,Dinesh Chokkar / 8130006520,65.00,100.00,2200.00,35.00,105.00,160.00,3555.00,55.00,225.00,335.00,7445.00,110.00,245.00,365.00,8125.00,120.00,350.00,525.00,11680.00,175.00,350.00,525.00,11680.00,175.00,425.00,640.00,14215.00,215.00
150,Rohtak - Bawal,Km 26.640  Km(s),03-Jun-2024,31-Mar-2025,The rate of monthly pass for a person who owns a mechanical vehicle registered for non-commercial purposes and resides within a distance of 20 km from the fee plaza is Rs.340/- for the FY 2024-25.,0,At Km. 382+800,At Toll Plaza,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9817245911, Ambulance -9812988767, Route Patrol-9992671171",0.00000010616,Jhajjar Police Station / 01251-252010,Sh. Hanumant Singh / 9416053120,PIU Rohtak,RO Chandigarh,Mr S.K. Singh,Brig.(Retd) Umesh Kumar Rai / 8059001503,"1)Civil Hospital Rohtak 2)Community Health Center NH 71 Dighal, Haryana 124107, 3)Shri Ram Hospital NH 71 Haryana Ph.:092502 31682",26-Mar-2013 (Sr No. - S.O.835(E)),01-Sep-2013,2008,650.00,218.75 (For Entire Project Stretch) As on :31-Dec-2016,10.05.2011-09.05.2039,30000,28012 As on : 23-Mar-2017,21917 As on : 15-Feb-2017,Ms Ashmi Road Carriers Pvt Ltd,Mr Dinesh Bhanwala / 8130006514,55.00,85.00,1870.00,NA,90.00,135.00,3025.00,NA,190.00,285.00,6335.00,NA,300.00,445.00,9935.00,NA,300.00,445.00,9935.00,NA,300.00,445.00,9935.00,NA,365.00,545.00,12090.00,NA
152,Rohtak - Bawal,Km 44.875 Km(s),03-Jun-2024,31-Mar-2025,The rate of monthly pass for a person who owns a mechanical vehicle registered for non-commercial purposes and resides within a distance of 20 km from the fee plaza is Rs.340/- for the FY 2024-25.,0,At Km. 426.000,At Toll Plaza,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9729993348, Ambulance -7027414949, Route Patrol-9729993344",0.00000010616,Sadar Rewari Police Station / 01274-222621,Sh. Jag Bhushan / 1149048174  8130006101,PIU Sonipat,RO Chandigarh,Mr S.K. Singh,Brig.(Retd) Umesh Kumar Rai / 8059001503,"1)Civil Hospital Rewari 2)Mandpura Government Hospital Sherpur, Haryana 3)Hariom Agresen Hospital Government Girsl Secondary school circular Road Rewari, Haryana Ph.:01274 220 230",26-Mar-2013 (Sr No. - S.O.835(E)),01-Sep-2013,2008,650.00,218.70 (For Entire Project Stretch) As on :31-Dec-2016,10.05.2011-09.05.2039,30000,28119 As on : 05-May-2017,19208 As on : 15-Feb-2017,M/s Kurukshera Expressway Pvt Ltd,Mr Gulab Singh / 8130006515,100.00,145.00,3265.00,NA,150.00,230.00,5080.00,NA,310.00,470.00,10410.00,NA,480.00,720.00,15950.00,NA,480.00,720.00,15950.00,NA,480.00,720.00,15950.00,NA,610.00,915.00,20325.00,NA
156,Panipat  Jalandhar,66.00 Km(s),03-Jun-2024,31-Mar-2025,"Rate
of monthly pass for a person who owns a mechanical vehicle registered for
non-commercial purpose and resides within a distance of twenty kilometers from
the plaza is Rs. 340.00 (Rupees Three
Hundred Thirty Rupees Only) for the year 2024-25.",0,12 Nos,Available,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9253566866, Ambulance -9253566866, Route Patrol-9253566866",1033,Sadar Police Station Ambala City / 01712531414,Sh. Gajender Singh / 8130006093,PIU Ambala,RO Chandigarh,Sh. Jaibansh Giri,Sh. Gaurav Singh / 9729005553,Civil Hospital  Ambala City,02-Nov-2023 (Sr No. - S.O. 4822(E)),11-May-2009,2008,4218.27,NA (For Entire Project Stretch) As on :31-Mar-2020,NA,90000,58000 As on : 30-Sep-2022,65000 As on : 01-Jan-2025,M/s Skylark Infra Engineering Pvt. Ltd. - Shiva Corporation (I) Ltd Consortium,Sh. Sumnesh / 8130007023,120.00,180.00,3960.00,60.00,190.00,290.00,6400.00,95.00,400.00,605.00,13410.00,200.00,440.00,660.00,14630.00,220.00,630.00,945.00,21030.00,315.00,630.00,945.00,21030.00,385.00,770.00,1150.00,25600.00,385.00
155,Panipat Jalandhar,Km 110.00 Km(s),03-Jun-2024,31-Mar-2025,340.00 ,0,12 Nos,2 Nos.,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9253566866, Ambulance -9253566866, Route Patrol-9253566866",1033 108 112 102,Madhuban Police Station Dist  Karnal /,Sh. Gajender Singh / 8130006093   1712521361,PIU Ambala,RO Chandigarh,Sh. Jaibansh Giri,Mr. Jaldeep Kajal / 9588314894,Civil Hospital  Gharaunda and Arpana Hospital  Karnal,02-Nov-2023 (Sr No. - S.O. 4822 (E)),11-May-2009,2008,4218.27,NA (For Entire Project Stretch) As on :31-Mar-2020,NA,90000,85000 As on : 20-Aug-2024,90000 As on : 01-Jan-2025,Ms Dineshchandra R.Agrawal Infracon Pvt Ltd.,Mr. Jaldeep Kajal / 8130006521,185.00,280.00,6205.00,95.00,300.00,450.00,10025.00,150.00,630.00,945.00,21000.00,315.00,685.00,1030.00,22910.00,345.00,990.00,1480.00,32935.00,495.00,990.00,1480.00,32935.00,495.00,1205.00,1805.00,40095.00,600.00
6654,Delhi Vadodara Exoressway Pkg3  (Km. 47.000 to Km. 78.800),tollable Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -102, Route Patrol-1033",112,Firozpur Jhirka Police Station / 01268 277 275,Sh. P.K. Kaushik / 8130006120,PIU Sohna,RO Delhi,Alok Patel,Mukesh Choudhary / 9460600857,SHKM Government Medical College  Ph. No. 01267 282 007,19-Sep-2022 (Sr No. - 4400 (E) ),15-Feb-2023,Fee rules 2008,1935.61,28.13 (For Entire Project Stretch) As on :15-May-2024,01.07.2024 to 30.06.2025,16,23554 As on : 15-May-2024,NA As on : 15-May-2024,Eagle Infra India Ltd.,Piyush Dwivedi / 8130006428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5645,Kharar to Ludhiana,41.139 km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,02 Nos,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033  9875963172, Ambulance -1033   9875963172, Route Patrol-1033  9875963172",1033   9875963172,Samrala / 9592913640,Sh. Aashim Bansal / 01722587446 2587447,PIU Chandigarh,RO Chandigarh,Col. Bearat Singh,Mr Neeraj Rajoriya / 9752880779,Civil Hospital Samlala,06-Nov-2020 (Sr No. - ),31-Mar-2020,Fee rules 2008,1600.00,NA (For Entire Project Stretch) As on :01-Jan-2021,One Year,NA,NA As on : 01-Jan-2021,NA As on : 01-Jan-2021,Ms Rakesh Kumar Choudhary,ARUN KUMAR / 8130006997,105.00,160.00,3515.00,55.00,170.00,255.00,5675.00,85.00,355.00,535.00,11890.00,180.00,390.00,585.00,12970.00,195.00,560.00,840.00,18645.00,280.00,560.00,840.00,18645.00,280.00,680.00,1020.00,22700.00,340.00
6651,Delhi Vadodara Exoressway Pkg1 (Km. 0.000 to Km. 18.461),tollable Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,Ch. 19.500,Facility available in WSA,Facility available in WSA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -102, Route Patrol-1033",112,Sohna Sadar Police Haryana / 9999981845,Sh. P.K. Kaushik / 8130006120,PIU Sohna,RO Delhi,Alok Patel,Vinod Kumar / 7755001534,PHC Bhondsi Haryana  Ph. No. 9992644192,19-Sep-2022 (Sr No. - 4400 (E) ),15-Feb-2023,Fee rules 2008,2312.26,NA (For Entire Project Stretch) As on :15-Feb-2023,01.07.2024 to 30.06.2025,30,NA As on : 15-Feb-2023,NA As on : 15-Feb-2023,Eagle Infra India Ltd.,Gurjatinder Singh / 8130006425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5643,Yamu00gar to Panchkula,105.6 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,2,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Barwala / 0,Sh. Aashim Bansal / 01722587446 2587447,PIU Chandigarh,RO Chandigarh,Ajith Vijayan,NA / 0,Civil Hospital KOT,07-Feb-2020 (Sr No. - ),06-Mar-2020,NA,207.00,50.43 (For Entire Project Stretch) As on :03-Jan-2021,2,57,NA As on : 03-Jan-2021,NA As on : 03-Jan-2021,Ms Mandeepa Enterprises,Arun Kumar Rai / 8130006508,110.00,165.00,3695.00,55.00,180.00,270.00,5970.00,90.00,375.00,565.00,12510.00,190.00,410.00,615.00,13645.00,205.00,590.00,885.00,19615.00,295.00,590.00,885.00,19615.00,295.00,715.00,1075.00,23880.00,360.00
6648,00.00 to 227.02km,Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. T.N.Singh,NA / 0,,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :24-Jun-2022,NA,6,NA As on : 24-Jun-2022,NA As on : 24-Jun-2022,M/s Gawar Construction,DILIP  SINGH / 8130006422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,UPHarya0 Border to Roha0 Pkg1,40.22 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,0,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9812669021, Ambulance -9728300396, Route Patrol-8168460060",1033,Kharkhoda / 9485600325 0130 258 4525,Sh. Jag Bhushan / 1149048174  8130006101,PIU Sonipat,RO Chandigarh,Rajesh Kumar,Vikash NAgar / 0.93587322833,Sadar hospital sonipat (Contect No. 01302218407) FIMS Hospital( Contect No.01302205000),02-Apr-2022 (Sr No. - S.O. No. 4213(E)),31-Jan-2022,Fee rules 2008,NA,31359045.00 (For Entire Project Stretch) As on :06-May-2022,15,NA,5200 As on : 06-May-2022,NA As on : 07-May-2022,Vinod Kumar Malik,Vikash Gulia / 8130006513,80.00,120.00,2635.00,40.00,130.00,190.00,4255.00,65.00,270.00,400.00,8920.00,135.00,290.00,440.00,9730.00,145.00,420.00,630.00,13985.00,210.00,420.00,630.00,13985.00,210.00,510.00,765.00,17025.00,255.00
6821,27.400 to 62.200,34.8 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Dabwali police station / 08814011640,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,Virendra Kumar,Mr. Udham Singh / 9672372300,Government Hospital chautala (mo9315317206  ),12-Mar-2024 (Sr No. - 1312 (E) ),25-Jun-2024,Fee rules 2008,864.27,0.12 (For Entire Project Stretch) As on :16-Aug-2024,NA,NA,482 As on : 30-Sep-2024,NA As on : 30-Sep-2024,VRC DC Higway Pvt. Ltd.,Mr. Pardeep / 9636457656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6653,Delhi Vadodara Exoressway Pkg2 (Km. 18.500 to Km. 47.000),tollable Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,Ch. 34.015,Installed,Installed,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -102, Route Patrol-1033",112,Police station Nagina / 01268273227,Sh. P.K. Kaushik / 8130006120,PIU Sohna,RO Delhi,Alok Patel,Sanjeev / 8756950577,Alafia hospital Mandikhera Haryana 122108  Ph. No. 099915 81399,19-Sep-2022 (Sr No. - 4400 (E) ),15-Feb-2023,Fee rules 2008,2252.75,10.38 (For Entire Project Stretch) As on :15-May-2024,01.07.2024 to 30.06.2025,6,28550 As on : 15-May-2024,NA As on : 15-May-2024,Eagle Infra India Ltd.,Sh.Satpal Chaudhary / 8130006427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6652,Delhi Vadodara Exoressway Pkg2 (Km. 18.500 to Km. 47.000),tollable Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -102, Route Patrol-1033",112,Police station Nagina / 01268273227,Sh. P.K. Kaushik / 8130006120,PIU Sohna,RO Delhi,Alok Patel,Sanjeev / 8756950577,Alafia hospital Mandikhera Haryana 122108  Ph. No. 099915 81399,19-Sep-2022 (Sr No. - 4400 (E) ),15-Feb-2022,Fee rules 2008,2252.75,90.84 (For Entire Project Stretch) As on :15-May-2024,01.07.2024 to 30.06.2025,16,NA As on : 15-May-2024,NA As on : 15-May-2024,Eagle Infra India Ltd.,Vishal Patel / 8130006426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6642,00.00 to 227.02km,Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,Installed,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Jitender (RE),NA / 0,,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :24-Jun-2022,NA,6,NA As on : 24-Jun-2022,NA As on : 24-Jun-2022,M/s Gawar Construction,Yogendra Singh / 8130006418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5744,Punjab Border to Jind Section from km. 239.695 to km. 307.000,70.178 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,02 Nos,05 Nos,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-8398071772, Ambulance -8295271914, Route Patrol-8168059157",1033  9034652826,Police station UchaNA / 1684230100,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,Sushil Gaur,RAJU KHOCHARE / 9167755082,Civil hospital UchaNA,02-Aug-2019 (Sr No. - 2741(E)),22-Feb-2020,Fee rules 2008,1075.46,NA (For Entire Project Stretch) As on :22-Feb-2020,1 YEAR,NA,NA As on : 22-Feb-2020,NA As on : 22-Feb-2020,SDM VENTURES PVT LTD.,VIKAS BORASE / 8130006503,120.00,180.00,3985.00,60.00,195.00,290.00,6440.00,95.00,405.00,605.00,13485.00,200.00,440.00,660.00,14715.00,220.00,635.00,950.00,21150.00,315.00,635.00,950.00,21150.00,315.00,770.00,1160.00,25750.00,385.00
