sr_no,state,nh_no,toll_plaza_name,toll_plaza_location,section_stretch,tollplazaid,latitude,longitude,place_id,address_partial_match,toll_plaza_id,stretch,tollable_length,fee_effective_date,due_date_of_toll_revision,concessions,rest_areas,truck_lay_byes,static_weigh_bridge,announcement,helpline_no,emergency_services,nearest_police_station,highway_administrator_project_director,project_implementation_unit_piu,regional_office_ro,representative_of_consultant,representative_of_concessionaire,nearest_hospital_s,date_of_fee_notification,commercial_operation_date,fee_rule,capital_cost_of_project_in_rs_cr,cumulative_toll_revenue_in_rs_cr,concessions_period,design_capacity_pcu,traffic_pcu_day,target_traffic_pcu_day,name_of_concessionaire_omt_contractor,name_contact_details_of_incharge,car_jeep_van_single_journey,car_jeep_van_return_journey,car_jeep_van_monthly_pass,car_jeep_van_commercial_vehicle_reg_in_district,lcv_single_journey,lcv_return_journey,lcv_monthly_pass,lcv_commercial_vehicle_reg_in_district,bus_truck_single_journey,bus_truck_return_journey,bus_truck_monthly_pass,bus_truck_commercial_vehicle_reg_in_district,upto_3_axle_vehicle_single_journey,upto_3_axle_vehicle_return_journey,upto_3_axle_vehicle_monthly_pass,upto_3_axle_vehicle_commercial_vehicle_reg_in_district,_4_to_6_axle_single_journey,_4_to_6_axle_return_journey,_4_to_6_axle_monthly_pass,_4_to_6_axle_commercial_vehicle_reg_in_district,hcm_eme_single_journey,hcm_eme_return_journey,hcm_eme_monthly_pass,hcm_eme_commercial_vehicle_reg_in_district,_7_or_more_axle_single_journey,_7_or_more_axle_return_journey,_7_or_more_axle_monthly_pass,_7_or_more_axle_commercial_vehicle_reg_in_district
229,Haryana,NH 709E,Bamla,Bhiwani,24.259,5987,28.8047442,76.2231693,ChIJJ9r80ShlEjkRNYxuXn6io3c,False,5987,24.259,24.259 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-8198938013, Ambulance -8198938013, Route Patrol-8198938013",112  1033,/,Sh. Jag Bhushan / 1149048174  8130006101,PIU Sonipat,RO Chandigarh,Executive Engineer PWD (NH Division) Bhiwani,Hukam Singh / 9729094466,NA,27-Jan-2022 (Sr No. - S.O.361(E)),05-Aug-2022,NA,247.25,NA (For Entire Project Stretch) As on :30-Apr-2023,NA,NA,NA As on : 30-Apr-2023,239337 As on : 30-Apr-2023,Ms Anoj Kumar Agarwala,Manoj parmar / 8130006522,50.00,75.00,1625.00,25.00,80.00,120.00,2625.00,40.00,165.00,245.00,5495.00,80.00,180.00,270.00,5995.00,90,260.00,390.00,8615.00,130.00,260.00,390.00,8615.00,130.00,315.00,470.00,10490.00,155.00
230,Haryana,NH 709A,Bass,41.632 (Near village Bass),BhiwaniMundhalJind (Ch. 6.875 to Ch. 68.857),5896,29.1273728,76.2095581,ChIJx2QyqcoTEjkRFku1oRkB768,True,5896,BhiwaniMundhalJind (Ch. 6.875 to Ch. 68.857),61.982 Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,2,NA,"Crane-9991735851, Ambulance -8468812122, Route Patrol-9813522207",1033,0 / 0,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Chandigarh,Sh. Suresh Dangi,Ritik Yadav......basstoll.vikrantbishnoigmail.com / 9170774868,Civil Hospital Jind 7027812024,27-Jun-2020 (Sr No. - S.O. 2046 (E )),16-Dec-2021,Fee rules 2008,183.00,2.66 (For Entire Project Stretch) As on :07-May-2022,NA,NA,8400 As on : 07-May-2022,NA As on : 07-May-2022,Poonam Singh,Anuj Kumar / 8130006511,60.00,85.00,1945.00,30.00,95.00,140.00,3140.00,45.00,195.00,295.00,6575.00,100.00,215.00,325.00,7175.00,110.00,310.00,465.00,10310.00,155.00,310.00,465.00,10310.00,155.00,375.00,565.00,12550.00,190.00
231,Haryana,1,Bhagan,Km 53.600,Delhi Haryana Kundli Border to Panipat,4507,29.0717384,77.0605315,ChIJzROdCw_9DDkRryf0ceE-nrs,False,4507,Delhi Haryana Kundli Border to Panipat,56.248 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-9138949102, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hanumant Singh / 9416053120,PIU Sonipat,RO Chandigarh,NA,/,NA,03-Nov-2014 (Sr No. - S.O  No. 2808 (E)),01-Oct-2017,2008 A,NA,NA (For Entire Project Stretch) As on :01-Oct-2017,NA,NA,NA As on : 01-Oct-2007,NA As on : 01-Oct-2017,Ms. Riddhi Sidhi Associates,NA / 8130006527,120.00,180.00,3835.00,60.00,195.00,290.00,6200.00,95.00,405.00,605.00,12990.00,195.00,440.00,660.00,14170.00,215.00,635.00,950.00,20370.00,305.00,770.00,950.00,20370.00,305.00,770.00,1155.00,24795.00,370.00
232,Haryana,NH 5 (Old 95),Bhago Majra,12.07,Kharar to Ludhiana,5644,30.1188508,77.1287004,ChIJVZD0KR9XDjkRWrgk1LnyVyA,True,5644,Kharar to Ludhiana,28.460 km Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,kharar kotwali / 9115516041,Sh. Aashim Bansal / 01722587446 2587447,PIU Chandigarh,RO Chandigarh,NA,NA / 0,Govt Hospital Kharar,06-Nov-2020 (Sr No. - ),31-Mar-2020,NA,1450.00,NA (For Entire Project Stretch) As on :01-Jan-2021,NA,10,NA As on : 01-Jan-2021,NA As on : 01-Jan-2021,Ms Ashmi road carriers pvt ltd,Bajrang / 8130006996,115.00,170.00,3795.00,55.00,185.00,275.00,6130.00,90.00,385.00,580.00,12845.00,195.00,420.00,630.00,14010.00,210.00,605.00,905.00,20140.00,300.00,735.00,905.00,20140.00,300.00,735.00,1105.00,24520.00,370.00
233,Haryana,NH 152D,Bhalki,211.400,00.00 to 227.02km,6647,29.0587757,76.085601,ChIJC0BwhguwDTkRQ8GmqrSqLnM,True,6647,00.00 to 227.02km,Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. T.N.Singh,NA / 0,NA,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :24-Jun-2022,NA,6,NA As on : 24-Jun-2022,NA As on : 24-Jun-2022,M/s Gawar Construction,KAMLESH KUMAR YADAV / 8130006424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,Haryana,NH 9,Bhavdeen,241.920 Km,Hisar Dabwali Pkg II,4566,29.5464204,75.2158171,ChIJJfFwaABFETkRDgDeBZW_yTk,True,4566,Hisar Dabwali Pkg II,43.891 KM Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-9466489407, Ambulance -9466489407, Route Patrol-9466489407",1033,Adrsh Ding / 8814011615,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,Sh. S.K. Suman,Mr. Gyanchand Garg / 7409001003,Sangrasadha  Sikndrapur,03-Aug-2017 (Sr No. - 2463(A)),31-Mar-2018,NA,973.88,138155927.00 (For Entire Project Stretch) As on :21-Jan-2019,4 year maintenance by EPC Contractor(Started from,NA,NA As on : 29-Jan-2019,NA As on : 29-Jan-2019,Ms Sahakar Global Ltd,Sumit Siwach / 8130006498,80.00,115.00,2595.00,40.00,125.00,190.00,4195.00,65.00,265.00,395.00,8785.00,130.00,290.00,430.00,9585.00,145.00,415.00,620.00,13780.00,205.00,415.00,620.00,13780.00,205.00,505.00,755.00,16775.00,250.00
235,Haryana,334B,Bisalwas,Km. 88.950,97.864,5903,28.4692277,75.8903863,ChIJOYfEv2jlEjkRWX6mFDm9nIY,True,5903,97.864,Km 48.664 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,2 Nos.,NA,NA,"Crane-9812229387, Ambulance -9812003422, Route Patrol-8053011759",1033,Loharu / 1252258203,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Chandigarh,Mr. Subash Bhambhu,Mr. Ashok Jain / 9811087846,Govt.Hospital Loharu(09996655559),23-Aug-2021 (Sr No. - na),13-Dec-2021,Fee rules 2008,136.25,5804970.00 (For Entire Project Stretch) As on :02-Apr-2022,NA,18500,1188 As on : 06-Apr-2022,7930 As on : 02-Apr-2023,JAISINGH and COMPNY,Mr. RAJESH SHUHAG / 8130006510,40.00,60.00,1345.00,20.00,65.00,100.00,2170.00,35.00,135.00,205.00,4550.00,70.00,150.00,225.00,4965.00,75.00,215.00,320.00,7135.00,105.00,215.00,320.00,7135.00,105.00,260.00,390.00,8685.00,130.00
236,Haryana,NH 152D,Buchawas,200.867,00.00 to 227.02km,6646,28.2908,76.2305308,ChIJHWTpIPC8EjkRJqIbisSAVy0,True,6646,00.00 to 227.02km,Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. T.N.Singh,NA / 0,NA,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :24-Jun-2022,NA,6,NA As on : 24-Jun-2022,NA As on : 24-Jun-2022,M/s Gawar Construction,ATISH  SINGH / 8130006421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,Haryana,NH 152D,Chandlana,21.450 and 21.762,00.00 to 227.02 km,6635,29.8633168,76.6362293,ChIJrzUFf54iDjkRzfnXhlGu4Hg,True,6635,00.00 to 227.02 km,227.02 km Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Diwakar Pandey (RE),NA / 0,NA,24-Jun-2022 (Sr No. - 2752),01-Aug-2022,NA,NA,NA (For Entire Project Stretch) As on :01-Aug-2022,NA,6,NA As on : 01-Aug-2022,NA As on : 01-Aug-2022,M/s Jian Xi Construction CEIGALL-Shiv build India JV,RAVINDRA KUMAR / 8130006411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,Haryana,52 (Old 65),Chaudhriwas,135.900,Kaithal to Haryana Rajasthan Border,4504,29.00874619999999,75.6048047,ChIJgwtNK-LJEzkRNxUmZgnXv1g,True,4504,Kaithal to Haryana Rajasthan Border,33.909 Km(s),01-Apr-2025,31-Mar-2026,NA,Not constructed,Narwana Barwala Hisar  Siwani,At both side of Toll plazas,NA,"Crane-18008434422, Ambulance -18008434422, Route Patrol-18008434422",1033,Sadar thana police station / 01662237150,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,N.S.Vardhan,Col. Dal Singh / 8222999615,Govt. Hospital Hisar,05-Sep-2017 (Sr No. - S.O. 2925(E)),08-Sep-2017,2008 amended,1393.00,NA (For Entire Project Stretch) As on :01-Sep-2017,27,NA,NA As on : 01-Sep-2017,21919 As on : 01-Sep-2023,Ms Kaithal Tollway Pvt. Ltd,Mr.Dinesh Bhanawala / 8130006526,75.00,110.00,2435.00,35.00,120.00,175.00,3930.00,60.00,245.00,370.00,8240.00,125.00,270.00,405.00,8990.00,135.00,390.00,580.00,12920.00,195.00,390.00,580.00,12920.00,195.00,470.00,710.00,15730.00,235.00
239,Haryana,54,Chautala,60.300,27.400 to 62.200,6826,29.7807517,74.5221285,ChIJ0zZcbZfoFjkRHw-aGaHSDrQ,True,6826,27.400 to 62.200,34.800 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Dabwali police station / 08814011640,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,Virendra Kumar,Mr. Udham Singh / 9672372300,Government Hospital chautala (mo9315317206  ),12-Mar-2024 (Sr No. - 1312 (E) ),25-Jun-2024,NA,864.27,0.95 (For Entire Project Stretch) As on :16-Aug-2024,NA,NA,5258 As on : 30-Sep-2024,NA As on : 30-Sep-2024,VRC DC Higway Pvt. Ltd.,Mr. Pardeep / 9636457656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,Haryana,334 B,Chhara,67.900 Km,Rohna Hassangarh to jhajjar section from km 44.80 to 80.250,5679,28.7139673,76.72463379999999,ChIJFWY6b5h3DTkRcRzW5jDa8DE,True,5679,Rohna Hassangarh to jhajjar section from km 44.80 to 80.250,35.45 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-7206969021, Ambulance -9588176137, Route Patrol-9896400610",1033 100  102  108,NA /,Sh. Jag Bhushan / 8130006101   9873793033,PIU Sonipat,RO Chandigarh,NA,NA /,NA,30-Jul-2020 (Sr No. - 2482 (E)),03-Apr-2021,Fee rules 2008,NA,NA (For Entire Project Stretch) As on :03-Apr-2020,NA,NA,NA As on : 03-Apr-2020,NA As on : 03-Apr-2020,Bheema Tolling & Traffic Solution Pvt.Ltd,Didar Singh / 8130006505,75.00,110.00,2355.00,35.00,120.00,175.00,3800.00,55.00,245.00,370.00,7960.00,120.00,270.00,405.00,8685.00,130.00,390.00,580.00,12485.00,185.00,470.00,580.00,12485.00,185.00,470.00,710.00,15195.00,230.00
241,Haryana,54,Dabwali,30.400,27.400 to 62.200,6822,29.948049,74.7341349,ChIJZz5ysavZFjkRlDqJGAoRbN0,True,6822,27.400 to 62.200,34.8 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Dabwali police station / 08814011640,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,Virendra Kumar,Mr. Udham Singh / 9672372300,Government Hospital chautala (mo9315317206  ),12-Mar-2024 (Sr No. - 1312 (E)),25-Jun-2024,Fee rules 2008,864.27,NA (For Entire Project Stretch) As on :16-Aug-2024,NA,NA,140 As on : 30-Sep-2024,NA As on : 30-Sep-2024,VRC DC Higway Pvt. Ltd.,Mr. Pardeep / 9636457656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,Haryana,NH 152D,Dadri,166.200,00.00 to 227.02km,6645,28.6057177,76.30247349999999,ChIJ-0ip7MeFEjkRBmkjvsZJlCc,True,6645,00.00 to 227.02km,Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,Installed,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. T.N.Singh,NA / 0,NA,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :24-Jun-2022,NA,6,NA As on : 24-Jun-2022,NA As on : 24-Jun-2022,M/s Gawar-Shivalaya Construction JV,JAI SINGH / 8130006420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,Haryana,71A,Dahar,Km 73.450,Rohtak - Panipat,291,29.3191728,76.9184167,ChIJP-0V3qnEDTkRV3F-0EgDHYc,False,291,Rohtak - Panipat,Km 39.330 Km(s),01-Apr-2025,31-Mar-2026,NA,0,At Km 46.100 of NH-71A,NA,NA,"Crane-8607811001, Ambulance -7877238734, Route Patrol-7419730134",1033,P.S. Israna / 8398000618,Sh. Jag Bhushan / 1149048174   8130006101,PIU Sonipat,RO Chandigarh,Rajendra Mathur,B.K. Chauhan / 8059002100,"1)Civil Hospital,0180-2632102 2)NC Medical College, Israna Panipat, Haryana 132145, 3)Mittal Hospital Israna, Haryana 132107",25-Jun-2013 (Sr No. - S.O.1847(E)),09-Jan-2014,2008,807.00,236.83 (For Entire Project Stretch) As on :31-Dec-2016,18.04.2011-17.04.2036,60000,24890 As on : 19-Dec-2016,23800 As on : 01-Sep-2019,Ms Skylark Infra Engineering Pvt Ltd,Dinesh Chokkar / 8130006520,70.00,105.00,2200.00,35.00,110.00,165.00,3555.00,55.00,230.00,345.00,7445.00,110.00,250.00,380.00,8125.00,120.00,365.00,545.00,11680.00,175.00,440.00,545.00,11680.00,175.00,440.00,660.00,14215.00,215.00
244,Haryana,71,Dighal,Km 370.420,Rohtak - Bawal,150,28.7774495,76.6213416,ChIJPZu7u8CCDTkROPgUopa5H6M,False,150,Rohtak - Bawal,Km 26.640  Km(s),01-Apr-2025,31-Mar-2026,NA,0,At Km. 382+800,At Toll Plaza,NA,"Crane-9817245911, Ambulance -9812988767, Route Patrol-9992671171",0.00000010616,Jhajjar Police Station / 01251-252010,Sh. Hanumant Singh / 9416053120,PIU Rohtak,RO Chandigarh,Mr S.K. Singh,Brig.(Retd) Umesh Kumar Rai / 8059001503,"1)Civil Hospital Rohtak 2)Community Health Center NH 71 Dighal, Haryana 124107, 3)Shri Ram Hospital NH 71 Haryana Ph.:092502 31682",26-Mar-2013 (Sr No. - S.O.835(E)),01-Sep-2013,2008,650.00,218.75 (For Entire Project Stretch) As on :31-Dec-2016,10.05.2011-09.05.2039,30000,28012 As on : 23-Mar-2017,21917 As on : 15-Feb-2017,Ms Ashmi Road Carriers Pvt Ltd,Mr Dinesh Bhanwala / 8130006514,60.00,85.00,1870.00,NA,95.00,140.00,3025.00,NA,195.00,295.00,6335.00,NA,310.00,465.00,9935.00,NA,310.00,465.00,9935.00,NA,375.00,465.00,9935.00,NA,375.00,565.00,12090.00,NA
245,Haryana,71,Gangaycha Jatt,Km 430.000,Rohtak - Bawal,152,28.2752237,76.613339,ChIJC0-UxGhbDTkRu3wdGyVwlU0,True,152,Rohtak - Bawal,Km 44.875 Km(s),01-Apr-2025,31-Mar-2026,NA,0,At Km. 426.000,At Toll Plaza,NA,"Crane-9729993348, Ambulance -7027414949, Route Patrol-9729993344",0.00000010616,Sadar Rewari Police Station / 01274-222621,Sh. Jag Bhushan / 1149048174  8130006101,PIU Sonipat,RO Chandigarh,Mr S.K. Singh,Brig.(Retd) Umesh Kumar Rai / 8059001503,"1)Civil Hospital Rewari 2)Mandpura Government Hospital Sherpur, Haryana 3)Hariom Agresen Hospital Government Girsl Secondary school circular Road Rewari, Haryana Ph.:01274 220 230",26-Mar-2013 (Sr No. - S.O.835(E)),01-Sep-2013,2008,650.00,218.70 (For Entire Project Stretch) As on :31-Dec-2016,10.05.2011-09.05.2039,30000,28119 As on : 05-May-2017,19208 As on : 15-Feb-2017,M/s Kurukshera Expressway Pvt Ltd,Mr Gulab Singh / 8130006515,100.00,150.00,3265.00,NA,160.00,235.00,5080.00,NA,325.00,485.00,10410.00,NA,495.00,745.00,15950.00,NA,495.00,745.00,15950.00,NA,630.00,745.00,15950.00,NA,630.00,945.00,20325.00,NA
246,Haryana,44(Old NH 01),Ghaggar,Km 211.805,Panipat Jalandhar,156,30.4037963,76.7368378,ChIJ1-bcGqbHDzkRMVdjvBSFxAQ,True,156,Panipat  Jalandhar,66.00 Km(s),01-Apr-2025,31-Mar-2026,NA,0,12 Nos,Available,NA,"Crane-9253566866, Ambulance -9253566866, Route Patrol-9253566866",1033,Sadar Police Station Ambala City / 01712531414,Sh. Gajender Singh / 8130006093,PIU Ambala,RO Chandigarh,Sh. Jaibansh Giri,Sh. Gaurav Singh / 9729005553,Civil Hospital  Ambala City,02-Nov-2023 (Sr No. - S.O. 4822(E)),11-May-2009,2008,4218.27,NA (For Entire Project Stretch) As on :31-Mar-2020,NA,90000,58000 As on : 30-Sep-2022,65000 As on : 01-Jan-2025,Ms Ranchor Infra Development Pvt. Ltd.,Sh. Mahender / 8130007023,125.00,185.00,4105.00,60.00,200.00,300.00,6630.00,100.00,415.00,625.00,13885.00,210.00,455.00,680.00,15150.00,225.00,655.00,980.00,21780.00,325.00,795.00,980.00,21780.00,325.00,795.00,1195.00,26510.00,400.00
247,Haryana,44(Old NH 01),Gharaunda (Karnal),Km 111.483,Panipat Jalandhar,155,29.5843523,76.9788744,ChIJ17DrHBd3DjkRoLuxwM0ZNhY,False,155,Panipat Jalandhar,Km 110.00 Km(s),01-Apr-2025,31-Mar-2026,NA,0,12 Nos,2 Nos.,NA,"Crane-9253566866, Ambulance -9253566866, Route Patrol-9253566866",1033 108 112 102,Madhuban Police Station Dist  Karnal /,Sh. Gajender Singh / 8130006093   1712521361,PIU Ambala,RO Chandigarh,Sh. Jaibansh Giri,Mr. Jaldeep Kajal / 9588314894,Civil Hospital  Gharaunda and Arpana Hospital  Karnal,02-Nov-2023 (Sr No. - S.O. 4822 (E)),11-May-2009,2008,4218.27,NA (For Entire Project Stretch) As on :31-Mar-2020,NA,90000,85000 As on : 20-Aug-2024,90000 As on : 01-Jan-2025,Ms Dineshchandra R.Agrawal Infracon Pvt Ltd.,Mr. Jaldeep Kajal / 8130006521,195.00,290.00,6425.00,95.00,310.00,465.00,10380.00,155.00,650.00,980.00,21750.00,325.00,710.00,1070.00,23725.00,355.00,1025.00,1535.00,34105.00,510.00,1245.00,1535.00,34105.00,510.00,1245.00,1870.00,41520.00,625.00
248,Haryana,NE4,Ghata Shamsabad Toll Plaza,66.587,Delhi Vadodara Exoressway Pkg3 (Km. 47.000 to Km. 78.800),6654,27.7593534,77.01614359999999,ChIJM_jkC7XccjkRf7D4_-oBm9g,True,6654,Delhi Vadodara Exoressway Pkg3  (Km. 47.000 to Km. 78.800),tollable Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-1033, Ambulance -102, Route Patrol-1033",112,Firozpur Jhirka Police Station / 01268 277 275,Sh. P.K. Kaushik / 8130006120,PIU Sohna,RO Delhi,Alok Patel,Mukesh Choudhary / 9460600857,SHKM Government Medical College  Ph. No. 01267 282 007,19-Sep-2022 (Sr No. - 4400 (E) ),15-Feb-2023,Fee rules 2008,1935.61,28.13 (For Entire Project Stretch) As on :15-May-2024,01.07.2024 to 30.06.2025,16,23554 As on : 15-May-2024,NA As on : 15-May-2024,Eagle Infra India Ltd.,Piyush Dwivedi / 8130006428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,Haryana,NH 5 (Old 95),Ghulal,60,Kharar to Ludhiana,5645,29.0587757,76.085601,ChIJC0BwhguwDTkRQ8GmqrSqLnM,True,5645,Kharar to Ludhiana,41.139 km Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,02 Nos,NA,"Crane-1033  9875963172, Ambulance -1033   9875963172, Route Patrol-1033  9875963172",1033   9875963172,Samrala / 9592913640,Sh. Aashim Bansal / 01722587446 2587447,PIU Chandigarh,RO Chandigarh,Col. Bearat Singh,Mr Neeraj Rajoriya / 9752880779,Civil Hospital Samlala,06-Nov-2020 (Sr No. - ),31-Mar-2020,Fee rules 2008,1600.00,NA (For Entire Project Stretch) As on :01-Jan-2021,One Year,NA,NA As on : 01-Jan-2021,NA As on : 01-Jan-2021,Ms Rakesh Kumar Choudhary,ARUN KUMAR / 8130006997,110.00,165.00,3660.00,55.00,175.00,265.00,5915.00,90.00,370.00,555.00,12390.00,185.00,405.00,610.00,13515.00,205.00,585.00,875.00,19430.00,290.00,710.00,875.00,19430.00,290.00,710.00,1065.00,23650.00,355.00
250,Haryana,NE4,Hilalpur Toll Plaza,12.930,Delhi Vadodara Exoressway Pkg1 (Km. 0.000 to Km. 18.461),6651,28.1992094,77.1341351,ChIJKZpxIeIoDTkRbVrIucDqeK4,True,6651,Delhi Vadodara Exoressway Pkg1 (Km. 0.000 to Km. 18.461),tollable Km(s),01-Apr-2025,31-Mar-2026,NA,Ch. 19.500,Facility available in WSA,Facility available in WSA,NA,"Crane-1033, Ambulance -102, Route Patrol-1033",112,Sohna Sadar Police Haryana / 9999981845,Sh. P.K. Kaushik / 8130006120,PIU Sohna,RO Delhi,Alok Patel,Vinod Kumar / 7755001534,PHC Bhondsi Haryana  Ph. No. 9992644192,19-Sep-2022 (Sr No. - 4400 (E) ),15-Feb-2023,Fee rules 2008,2312.26,NA (For Entire Project Stretch) As on :15-Feb-2023,01.07.2024 to 30.06.2025,30,NA As on : 15-Feb-2023,NA As on : 15-Feb-2023,Eagle Infra India Ltd.,Gurjatinder Singh / 8130006425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,Haryana,NH 7 (OLD 73),Jaloli,158.579,Yamu00gar to Panchkula,5643,30.5815984,76.9405398,ChIJBcguNOu9DzkRJZAQFM_iLhU,True,5643,Yamu00gar to Panchkula,105.6 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,2,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Barwala / 0,Sh. Aashim Bansal / 01722587446 2587447,PIU Chandigarh,RO Chandigarh,Ajith Vijayan,NA / 0,Civil Hospital KOT,07-Feb-2020 (Sr No. - ),06-Mar-2020,NA,207.00,50.43 (For Entire Project Stretch) As on :03-Jan-2021,2,57,NA As on : 03-Jan-2021,NA As on : 03-Jan-2021,Ms Mandeepa Enterprises,Arun Kumar Rai / 8130006508,115.00,170.00,3825.00,55.00,185.00,280.00,6185.00,95.00,390.00,585.00,12955.00,195.00,425.00,635.00,14130.00,210.00,610.00,915.00,20315.00,305.00,740.00,915.00,20315.00,305.00,740.00,1115.00,24730.00,370.00
252,Haryana,NH 152D,Jat Guwana,221.832,00.00 to 227.02km,6648,28.1211933,76.1794815,ChIJgeC_A5ixEjkRWuC970FQpv8,True,6648,00.00 to 227.02km,Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. T.N.Singh,NA / 0,NA,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :24-Jun-2022,NA,6,NA As on : 24-Jun-2022,NA As on : 24-Jun-2022,M/s Gawar Construction,DILIP  SINGH / 8130006422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
