name,phone,city,state,pincode,business_status,latitude,longitude,formatted_address,place_id,rating,user_ratings_total
Mahalaxmi Dharm Kanta Jhumpa,098127 58615,Jhunpa,Haryana,127045,OPERATIONAL,28.7740813,75.52303049999999,"QGFF+J6J, Hisar - Rajgarh Rd, Jhunpa, Jhupa Khurd, Haryana 127045, India",ChIJc381w36lEzkRN77N5Mle-9o,3.9,19
Weigh Bridge,,Khatkar,Haryana,126115,OPERATIONAL,29.3950863,76.25136909999999,"97W2+2G, Khatkar, Haryana 126115, India",ChIJmWBMdAAdEjkRukW63U-vfY0,,
Weigh Bridge,,Bhongra,Haryana,126115,OPERATIONAL,29.3938901,76.254115,"97V3+H9X, NH352, Bhongra, Haryana 126115, India",ChIJJfgHRQAdEjkRC2tpJ_0Z8EE,,
Fauji computerized Dharam Kanta,,Jamni,Haryana,126113,OPERATIONAL,29.3705346,76.500121,"9GC2+629, Safidon Rd, choke, Jamni, Haryana 126113, India",ChIJtxszPwD5DTkRWs8iwJ7mcxI,4.3,3
Weigh Bridge,,Kherli Jita,Haryana,121102,OPERATIONAL,28.1864974,77.1722884,"55PC+HVG, Kherli Jita, Haryana 121102, India",ChIJNQk8LQApDTkREa8bmOfz2v4,,
Rohtash Dharmkanta,,Hisar,Haryana,125004,OPERATIONAL,29.138881,75.68309479999999,"Balsamand Road, Near, Hisar Bypass Rd, Chandan Nagar, Hisar, Haryana 125004, India",ChIJfSqXyu_MEzkRpDsSSZuIXNE,4.2,5
Akash Dharam Kanta,,Bhuna,Haryana,125113,OPERATIONAL,29.54535419999999,75.7056676,"GPW4+47V, MDR102, Bhuna, Haryana 125113, India",ChIJZboiSQx4ETkRapSyntnqQMQ,4,22
dharmkanta weighbridge,,Gaibipur,Haryana,125121,OPERATIONAL,29.4345756,75.92374509999999,"Gaibipur, Nawagaon, Haryana 125121, India",ChIJU6-FE-SJETkREHMVuzZhC0U,5,1
Trimurti Dharam Kanta,094673 40907,Kaithal,Haryana,136027,OPERATIONAL,29.7919486,76.40980990000001,"229/14, WNO 24, Udyog Marg, Balraj Nagar, Kaithal, Haryana 136027, India",ChIJb8FUHfbgETkRzxIacfgYmQ0,4.1,78
M/S GANESH DHARAM KANTA,,Kajal Heri,Haryana,125048,OPERATIONAL,29.4350828,75.5944753,"CHPV+2QQ, Kajal Heri, Haryana 125048, India",ChIJh6qRP-l9ETkR2l8b-k-C0UU,5,3
MITA AARYAN DHRAM KATA DHAROLI,,Dharoli,Haryana,126113,OPERATIONAL,29.3211482,76.4890652,"8FCQ+CJW, Dharoli, Haryana 126113, India",ChIJyXwxWr_5DTkRZGA6XavF7dI,3.8,5
Kisan dharam kanta,,Sandlana,Haryana,125039,OPERATIONAL,29.33616769999999,76.0949277,"83PV+FX7, Uchana - Narnaund Rd, Kheri Chopta, Sandlana, Haryana 125039, India",ChIJPSawKOUfEjkRxYcSU8QYuhw,5,9
Shri Laxmi Dharm Kata,,Bahal,Haryana,127028,OPERATIONAL,28.6365173,75.6413003,"JJPR+JG3, SH 12, Bahal, Haryana 127028, India",ChIJdfVC4KIAEzkR2mgJkHFwxTs,4.7,7
Shri Laxmi Dharm kanta,,Uchana,Haryana,126115,OPERATIONAL,29.4681157,76.1909396,"Uchana, Haryana 126115, India",ChIJoeIDl6H3ETkRqFMEpQDOzC4,3.8,17
Vaishno Dharamkanta,,Govindpura,Haryana,127021,OPERATIONAL,28.74440409999999,76.12994979999999,"P4VH+QX8, Govindpura, Haluwas, Haryana 127021, India",ChIJd7VotNdhEjkR5__DeDTdg2c,5,2
SHREE AMAR DHARAM KANTA FULLY DIGITALIZED,,Tohana,Haryana,125120,OPERATIONAL,29.7057076,75.88003069999999,"PV4J+72J, JAMALPUR ROAD, Tohana, Haryana 125120, India",ChIJd01mUoiZETkRYeRHweiJkj0,2.5,2
Weigh Bridge,,Daroli,Haryana,125052,OPERATIONAL,29.2915799,75.6489711,"7JRX+8JJ, NH9, Daroli, Haryana 125052, India",ChIJR5kKfADVEzkRu0Gu9JR2aJ8,,
"India dharam kanta , isharwal",,Devawas,Haryana,127045,OPERATIONAL,28.766609,75.69877670000001,"QM8X+JGR, SH 19, Devawas, Haryana 127045, India",ChIJtckYtWqtEzkR4t0-0OmAN2I,5,3
Foji dharam kanta,082210 10852,Narwana,Haryana,126116,OPERATIONAL,29.588274,76.1004385,"Badanpur - Sundarpur Road, near Mela Mandi, Narwana, Haryana 126116, India",ChIJsfF_svPzETkRECAk-uSOmd0,5,1
Shri Balaji dharm kata,,Mundhal,Haryana,127041,OPERATIONAL,29.0246045,76.16608029999999,"Talu Pur Rd, Mundhal, Haryana 127041, India",ChIJFYfY7uJrEjkRIqlqrysrZ3M,5,1
JPG SCALE INDUSTRY,085719 67369,Hisar,Haryana,125001,OPERATIONAL,29.1591173,75.7140622,"DN College Rd, opp. Aggarwal Colony, Aggarwal Colony, Hisar, Haryana 125001, India",ChIJl6t2y3XNEzkRKi6jc9QuNUA,5,1
Shree Balaji Computerised DharmKanta (श्री बालाजी कंप्यूटराइज्ड धर्मकांटा -Bhera ),,Bhera,Haryana,127043,OPERATIONAL,28.8231759,75.6943252,"near J.R.M PUBLIC SCHOL, V.P.O, Bhera, Haryana 127043, India",ChIJj-OXOJetEzkREUhTdemugFE,5,5
Weighing Tech. Solutions-Digital Weighing Scale in Nalagarh,098051 25906,Khera,Himachal Pradesh,174101,OPERATIONAL,31.0164593,76.71865849999999,"Ward No. 09, Sidhartha Colony, Teh, near Sidhartha Spinning Mill, Nalagarh, Khera, Himachal Pradesh 174101, India",ChIJe09cQtBZBTkRIGE0UarWjjY,5,14
Jai Maa Jwala Scales And System- Weighing Machine Dealers/Weighbridges dealer/repair and service in Baddi/Nalaghar,074042 47013,Bhud,Himachal Pradesh,173205,OPERATIONAL,30.9592031,76.763317,"inside Nayra Petrol pump, Bhud, Maluk Majara, Himachal Pradesh 173205, India",ChIJR4sAsw5fBTkRF1qVY6qb_Zg,5,22
Jiva dharam kanta,098829 29029,Katha,Himachal Pradesh,173205,OPERATIONAL,30.9393472,76.8135422,"near coca cola compnay, Katha, Baddi, Himachal Pradesh 173205, India",ChIJl1pPXir1DzkRSanQ3IE10X4,5,2
Aggarwall Dharam Kanta,,Kala Amb,Himachal Pradesh,173030,OPERATIONAL,30.506752,77.21789299999999,"Himachal Terepene Products, Ambala-Dehradun-Haridwar Rd, Kala Amb, Rampur Jatan, Himachal Pradesh 173030, India",ChIJuzd0mhEJDzkRfn0-631gyCQ,5,4
Ram Dharam Kanta,092186 00789,Shahpur,Himachal Pradesh,174103,OPERATIONAL,30.9186213,76.82957449999999,"WR9H+CRJ, Baddi - Jhar Majri Rd, Shahpur, Himachal Pradesh 174103, India",ChIJZZ3QpM2KDzkRyIaXVemrryA,4.4,17
Shiv Dharam Kanta,,Baddi,Himachal Pradesh,174102,OPERATIONAL,30.9977478,76.73970039999999,"XPXQ+3VW, Baddi, Himachal Pradesh 174102, India",ChIJ8QOE4jtfBTkR-3m_4giKylw,3,1
R.S Dharm Kanda,,Haryal,Punjab,145001,OPERATIONAL,32.2906058,75.76297439999999,"7QR7+65X, Mandi - Pathankot Rd, Haryal, Punjab 145001, India",ChIJmz84ts6BHDkR-VuBn7UZmt8,4.7,10
I-MEASURE,098169 64093,Palampur,Himachal Pradesh,176061,OPERATIONAL,32.0939451,76.5717018,"Banuri, Palampur, Himachal Pradesh 176061, India",ChIJP2uL5XOxBDkRgUCU55AVDWg,5,3
Microtech Engg. Co.,,pathankot,Punjab,145025,OPERATIONAL,32.2501921,75.556103,"fateh avenue, Barth Sahib Rd, sarna, Jaswal Lahri, pathankot, Punjab 145025, India",ChIJNck-6AR5HDkRA3nKdHyjbK8,5,21
Laj Dharam Kanta Since 1991,070184 95338,Baddi,Himachal Pradesh,173205,OPERATIONAL,30.9360385,76.8004667,"WRP2+C58, Sai Rd, Baddi, Himachal Pradesh 173205, India",ChIJr91beWj1DzkRjDDcPagtTbI,3.9,105
Weigh Bridge,,Barog,Himachal Pradesh,173211,OPERATIONAL,30.8873843,77.0879984,"V3PQ+X55, Kalka - Shimla Rd, Barog, Shamlech, Himachal Pradesh 173211, India",ChIJM8xw5TKHDzkRCoQVX8ooUhE,,
Leo Dharm Kanta,098155 86766,Baddi,Himachal Pradesh,174102,OPERATIONAL,30.9918563,76.77505459999999,"XQRG+P2V, Lodhimajra Industrial Area Rd, Baddi, Himachal Pradesh 174102, India",ChIJj6eunP5eBTkRKHa826ZphV4,3.8,5
Weigh Bridge,,Thakur Dwara,Himachal Pradesh,176401,OPERATIONAL,32.0767394,75.61909899999999,"3JG9+PJ5, Road, Thakur Dwara, Ghatota, Himachal Pradesh 176401, India",ChIJd8qKTm-FGzkRKxR_srwpdr8,,
Sat Sahib Dharam Kanda,094638 46159,Garhshankar,Punjab,144527,OPERATIONAL,31.25659869999999,76.222988,"764F+J5Q, Garhshankar, Kot, Punjab 144527, India",ChIJz3S6PHjHGjkRFbJhPO87ohw,4.8,12
Pathania Dharam Kanda,098886 30420,Jharoli,Punjab,143533,OPERATIONAL,32.1241714,75.5471306,"Dinanagar, Chaunta Rd, Jharoli, Punjab 143533, India",ChIJLb8SJZaFGzkR9Z-CZ9j3LQ4,5,13
Numberdar Dharam kanta,,Majra,Haryana,133204,OPERATIONAL,30.5177566,77.2038469,"Kala Amb Rd, Asgarpur, Majra, Haryana 133204, India",ChIJCZ3SWQAJDzkR1nArOyU3YpA,5,1
Jalpa Computrized Dharmkanta,082192 72795,Jugahan,Himachal Pradesh,175027,OPERATIONAL,31.5332397,76.8922729,"GVMR+7WR, Harinagar, Jugahan, Sundar Nagar, Himachal Pradesh 175027, India",ChIJ-0EjfgMZBTkRvBKEfb0yDXU,4,1
Simran dharam kanda,,Mochuparli,Himachal Pradesh,176066,OPERATIONAL,32.2244375,75.5488281,"4W7P+252, SH 27, Mochuparli, Himachal Pradesh 176066, India",ChIJKyPzk3-HGzkRqOjcd6MaLyQ,,
Rajveer Dharam Kanta kharuni,,Baddi,Himachal Pradesh,173205,OPERATIONAL,30.9975068,76.7397811,"XPXQ+2W2, Pinjore-Baddi-Nalagarh Rd, opposite petrol pump, Kharuni, Baddi, Himachal Pradesh 173205, India",ChIJ5RFurQtfBTkRqPJMRf0ASCU,5,1
JYOTI WEIGH BRIDGE,,Mohtali,Himachal Pradesh,145001,OPERATIONAL,32.2133238,75.6622187,"6M76+8VQ, Mohtali, Himachal Pradesh 145001, India",ChIJ7eXWO-6BGzkRM2rQ2Vxxe2Y,,
SKH Dharam Kanta,,Badaun,Himachal Pradesh,177203,OPERATIONAL,31.6333684,76.11911239999999,"J4M9+9H, Badaun, Himachal Pradesh 177203, India",ChIJpSS1KAAhGzkRLrkzBze918Y,,
MULTI-WEIGH INDIA PRIVATE LIMITED,092165 15956,Chandigarh,Chandigarh,160002,OPERATIONAL,30.702967,76.79718059999999,"72 Phase, PLOT NO-182, 1, Industrial Area Phase I, Chandigarh, 160002, India",ChIJ_____-rsDzkRecFvnKONjdc,3.2,11
RAHAL DHARAM KANTA,,Bilaspur,Haryana,135102,OPERATIONAL,30.33123,77.3277806,"Kotra khas, Ranjitpur Rd, Bilaspur, Haryana, India",ChIJhVb0tMMDDzkRQlXBiPzyFC0,5,23
श्री गणेश धर्म कंडा,,Bhadsali,Himachal Pradesh,174317,OPERATIONAL,31.4879896,76.1923597,"F5QR+5WX, NH 503A, Bhadsali, Himachal Pradesh 174317, India",ChIJSYKs0LHbGjkR4mMH3fDb9As,4.5,4
महालक्ष्मी धर्म कण्डा,,Kalka,Haryana,133302,OPERATIONAL,30.8108286,76.9343398,"Khasra No. 404,HB no. 153,Mouza Bitna, Kalka - Shimla Rd, PO, Tipra, Kalka, Haryana 133302, India",ChIJ1y8bHJmPDzkRJiR8H5DZ8xQ,,
rrr Dharam Kanta & Toori(Bhoosa) Store,,Kaloha,Himachal Pradesh,177043,OPERATIONAL,31.7805448,76.2196459,"Road no 46, Kaloha, Himachal Pradesh 177043, India",ChIJB0hsAwUlGzkRRiwdD-Yyrvs,4.3,3
Jai Guru Dharam kanta,,Baddi,Himachal Pradesh,173205,OPERATIONAL,30.976858,76.7541233,"XQG3+PJX, Baddi, Himachal Pradesh 173205, India",ChIJ7bRnl0NfBTkRll511lRQwh8,,
"Guru Nanak Dharam Kanta, Kishanpura",,Baddi,Himachal Pradesh,173205,OPERATIONAL,30.976532,76.7577591,"Chanaal majra road, Baddi, Himachal Pradesh 173205, India",ChIJ-8CW9hdfBTkR_yCTZ2YHBMc,4,26
Saini computerised dharmakanta,,Barnoh,Himachal Pradesh,174303,OPERATIONAL,31.5061569,76.2863922,"Near, mod, vill, Kuriala, Barnoh, Himachal Pradesh 174303, India",ChIJX3M4bkjRGjkRhsbs0cJbOeI,,
Maarkanda Dharm Kanta,,Rasulpur,Haryana,133204,OPERATIONAL,30.4472137,77.2134335,"main road-kala amb, Rasulpur, Jhanda, Haryana 133204, India",ChIJu3BSdAoIDzkRJqvWlCGkiVY,4,16
Shyam Dharm Kanta Kishanpura,,Baddi,Himachal Pradesh,173205,OPERATIONAL,30.9754603,76.7547708,"Pinjore-Baddi-Nalagarh Rd, Kishanpura, Baddi, Himachal Pradesh 173205, India",ChIJfzz4rcRfBTkRsBW0LS-NDvE,4.8,4
Saini Computerrised Dharam Kanda,,Una,Himachal Pradesh,174303,OPERATIONAL,31.5653424,76.39476669999999,"una hamirpur road, mod, near kuriyala, sainisaw mill, vill, Barnoh, Una, Himachal Pradesh 174303, India",ChIJ-8mKcBzVGjkRaRHN0mBVWIE,,
Lehal Dharam Kanta,,Haripur Tohana,Himachal Pradesh,173025,OPERATIONAL,30.4646572,77.6489586,"Bhagani - Sahib Rd, Haripur Tohana, Himachal Pradesh 173025, India",ChIJvYDZJgAjDzkRN3s6JBDu-9Y,,
Market committee dharam kanda,,Saila Khurd,Punjab,144529,OPERATIONAL,31.287719,76.0815058,"73QJ+3JJ, Saila Khurd, Punjab 144529, India",ChIJowustp7rGjkRx5ZVtCrj2D8,5,2
Siri Durga dharm kanta,,Kala Amb,Himachal Pradesh,173030,OPERATIONAL,30.5201685,77.2008218,"G6C2+48H, Kala Amb Rd, Kala Amb, Himachal Pradesh 173030, India",ChIJ2_OoYEcJDzkRkS5ow00joaw,4,3
Bhagtana Dharam Kanda,098726 55317,Purana Shalla,Punjab,143530,OPERATIONAL,31.9922471,75.5101595,"Off NH 25, Dist Gurudaspur, near Police Station, Purana Shalla, Punjab 143530, India",ChIJNVTkB76QGzkRgO_WNCMxqAs,3.9,15
Aggarwal Dharam Kanta,096252 22324,Johron,Himachal Pradesh,173021,OPERATIONAL,30.4704885,77.55273559999999,"FHC3+53X, Johron, Majra, Himachal Pradesh 173021, India",ChIJ75ChDQUYDzkRQPgUzHk_l0Q,3.4,26
Ganpati Computerised Dharam Kanta,,Daslehra,Himachal Pradesh,174030,OPERATIONAL,31.4194879,76.5477671,"Daslehra, Himachal Pradesh 174030, India",ChIJcbq328ExBTkRQLjc8cUsy3o,5,1
SRN Enterprises Dharam Kanda,,Mehatpur,Himachal Pradesh,174315,OPERATIONAL,31.40809,76.34368769999999,"C85V+6FP, Industrial Area, Mehatpur, Himachal Pradesh 174315, India",ChIJs1BGGwDPGjkRMW9_VPSjJnI,,
Multi Weigh India Pvt Ltd,092165 20243,Dera Bassi,Punjab,140507,OPERATIONAL,30.56767899999999,76.90633000000001,"SWIFT Lab LTD, Village, Derabassi - Barwala Rd, Near IND, Bhagwanpur, Dera Bassi, Punjab 140507, India",ChIJCWbRGG6-DzkRHZVyoh6xi_U,4.4,7
Weighbridge,,Pathankot,Punjab,145023,OPERATIONAL,32.3407194,75.6174266,"8JR8+7XM, Pathankot, Punjab 145023, India",ChIJ_8SSl3F7HDkR9ELTCNvnv74,5,1
Walia Dharam kanta,080538 26403,Pratap Nagar,Haryana,135021,OPERATIONAL,30.2806565,77.4882463,"Walia dharam kanta, Kishanpura Rd, near sale tax barrier, Pratap Nagar, Haryana 135021, India",ChIJC9gzHi7hDjkR_BiRLOx7oQg,4.5,2
VAISHNAVI DHARAM KANTA,,Raiyanwala,Haryana,135106,OPERATIONAL,30.3042168,77.5515223,"8H32+MJJ, Raiyanwala, Haryana 135106, India",ChIJy9pJp_wfDzkR_k7B56P9h8Q,5,1
Kaushal Dharam Kanda,,Una,Himachal Pradesh,174306,OPERATIONAL,31.4365052,76.338357,"C8PQ+J85, Una, Himachal Pradesh 174306, India",ChIJF0LhQQDPGjkRAvbz4UUYD04,,
Rajveer dharam kanta lodhimajra,070182 44308,Baddi,Himachal Pradesh,174101,OPERATIONAL,30.9924612,76.7748228,"near aishwarya marico, industrial area, lodhimajra, Baddi, Himachal Pradesh 174101, India",ChIJt4h3fhJfBTkRaMuvpNaDNg4,,
G F Electronics,099583 05151,N/A,Himachal Pradesh,173213,OPERATIONAL,30.9236585,77.0992283,"Kashish Bhawan, Chambaghat, Himachal Pradesh 173213, India",ChIJNQQnP9KGDzkRT-OcR1_GPVo,4.7,7
Harinam Electronic Weigh Bridge,,Jagadhri,Haryana,135003,OPERATIONAL,30.1772122,77.3206532,"58GC+V7J, NH 907, Shanti Colony, Jagadhri, Haryana 135003, India",ChIJH43kv6r7DjkRIjbNtBPVx2w,5,1
Super Dharm Kanda,,Dunera,Punjab,145022,OPERATIONAL,32.4379965,75.87033149999999,"CVQC+54W, kuie, near lunsu mandir, Dunera, Punjab, India",ChIJGbtyTpGFHDkRnFKqs9z3mLc,4.5,4
Virdi Dharam Kanta,094168 27239,Naraingarh,Haryana,134203,OPERATIONAL,30.4747999,77.1208637,"Near Aggarsain Chowk, Ambala - Naraingarh Rd, Naraingarh, Haryana 134203, India",ChIJp8fTi2amDzkRB7B6qmc4cdw,4.5,13
Gagan Dharm Kanta,099714 09402,Herbertpur,Uttarakhand,248142,OPERATIONAL,30.4353673,77.74692759999999,"Ambala - Dehradun Road, Herbertpur, Uttarakhand 248142, India",ChIJZ878-oklDzkRnR6cXUqptJs,4,7
Choudhary Dharam kanta and poultry farm,,Kandrori,Himachal Pradesh,176402,OPERATIONAL,32.1634812,75.6720172,"po, near industrial area Vill Bain attarian, Kandrori, Bandaurian, Himachal Pradesh 176402, India",ChIJq1ag0i6BGzkR1YvzAS7Rjgw,,
Colin Scales and Weighbridge LLP,081462 30193,Kharar,Punjab,140301,OPERATIONAL,30.7372252,76.6657408,"Ground Floor, SCO 14, Chajju Majra Rd, Sector 126, Model Town, Kharar, Sahibzada Ajit Singh Nagar, Punjab 140301, India",ChIJ8-XYzf_uDzkRLxs2Aaioq5c,5,5
Jai guru dharam kanta,,Kishan Pura,Himachal Pradesh,173205,OPERATIONAL,30.9677696,76.7619856,"XQ96+4Q5, Kishan Pura, Baddi, Himachal Pradesh 173205, India",ChIJqddESZNfBTkRrV0KsIgeLjg,,
D.S.K DHARAM KANTA,070186 08499,Baddi,Himachal Pradesh,173205,OPERATIONAL,30.9473992,76.8062217,"v.p.o Karuana, Sai Rd, Baddi, Himachal Pradesh 173205, India",ChIJpf8scbH1DzkRBxYN3jHh_bY,,
LTD DHARAM KANTA,,Kalka,Haryana,133302,OPERATIONAL,30.8568258,76.8587261,"VV45+PFQ, Kalka, Haryana 133302, India",ChIJSYh8mXCNDzkR1uTK4d7zJKI,5,2
Simran Dharam Kanda,,Moch,Himachal Pradesh,176025,OPERATIONAL,32.0868125,75.9070625,"3WP4+PR, Moch, Badiali, Himachal Pradesh 176025, India",ChIJjwRJdslvGzkRK7r27ymBj-M,,
Radha Swami Dharam Kanda,083609 98132,Saila Khurd,Punjab,144529,OPERATIONAL,31.297262,76.075197,"Paper mill road, Saila Khurd, Punjab 144529, India",ChIJS4G7tHLqGjkRZgLidXSn1MY,4.3,12
Azad Weigh Bridge,,Ferozepur Kalan,Punjab,145023,OPERATIONAL,32.3428643,75.608226,"8JR4+XVH, Ferozepur Kalan, Punjab 145023, India",ChIJZ0zHjFx7HDkRjRInD9eJAzw,5,2
Simran Dharam Kanda,,Moch,Himachal Pradesh,176066,OPERATIONAL,32.1126031,75.9357489,"3WM3+42, Moch, Mochuparli, Himachal Pradesh 176066, India",ChIJS3829MBlGzkRqfQ6NFrYgM8,,
STAR WEIGH INDIA,086993 54800,Panchkula,Punjab,134113,OPERATIONAL,30.6657366,76.8413698,"PLOT NO, 406, Industrial Area Phase 1, Panchkula, Punjab 134113, India",ChIJBzilBPmVDzkRksuYGAUhLNE,5,3
Jharkhand Dharam kanta / Jharkhand Weighbridge,096089 18555,Ranchi,Jharkhand,835222,OPERATIONAL,23.4057041,85.24667869999999,"Ranchi Ring Rd, Ranchi, Kamre, Jharkhand 835222, India",ChIJM0b8N87d9DkRJO50sEUtvq0,5,9
Karan Weighbridge,080843 78473,Ranchi,Jharkhand,834001,OPERATIONAL,23.3732377,85.2775499,"National Highway 23, Sarweshwari Nagar, Pahartoli, Ranchi, Jharkhand 834001, India",ChIJSQYFfZvg9DkRfalVlhQS9CM,4.8,6
Shri Balaji dharam kanta (Weigh Bridge),,Topchanchi,Jharkhand,828113,OPERATIONAL,23.88096,86.29549469999999,"V7JW+95Q, Dayabanspahar, Topchanchi, Jharkhand 828113, India",ChIJQ2AKmwKn9jkRQsR_XTMJwg0,5,4
K.J.S.Weighbridge,,Ramnagar,Jharkhand,816101,OPERATIONAL,24.8517286,87.85973969999999,"VV25+MVX, NH33, Ramnagar, Jharkhand 816101, India",ChIJb23EgMlf-jkR06CXVOvlMJU,4.3,9
Ganga dharam kanta,,Digwar,Jharkhand,NH-33,OPERATIONAL,23.6895331,85.5283093,"MGQH+R87, Digwar, Jharkhand NH-33, India",ChIJbTYn_9_19DkRC_QnGIYIF9U,5,16
Kedia Weighbridge,,Jamshedpur,Jharkhand,832108,OPERATIONAL,22.8046237,86.1167213,"R438+RMX, Industrial Area, Gamharia, Jamshedpur, Jharkhand 832108, India",ChIJ91_kNmDl9TkRBSGxd0H1tV0,5,1
Jadopur Weigh Bridge,,Asan Bani,Jharkhand,832401,OPERATIONAL,22.8796021,86.17460469999999,"V5HF+RRX, Asan Bani, Jharkhand 832401, India",ChIJ6QJXpnLn9TkRjVpQyKUj178,5,2
Chasha Dharmkata,077650 66363,Dasaro Khurd,Jharkhand,825318,OPERATIONAL,24.3213441,85.7839078,"Gvm school, Dasaro Khurd, Kheraun, Jharkhand 825318, India",ChIJ6ecdxvCR8zkRy-Z-ODFh0Ao,5,14
Weigh bridge,,Jamshedpur,Jharkhand,831014,OPERATIONAL,22.7843878,86.1412179,"Q4MR+QF4, NIT Rd, Adityapur Industrial Area, Adityapur, Jamshedpur, Jharkhand 831014, India",ChIJRVXE0jvl9TkRVO07vwuj1f4,5,1
Baidya nath Weighing Machine Co. Tycoon Weighbridge & weighing scale Manufacturering,099311 95262,Giridih,Jharkhand,815301,OPERATIONAL,24.2141378,86.3044164,"Near, college, Pandardih, Giridih, Sankarchak, Jharkhand 815301, India",ChIJq1A0b45W8TkR5gna6nkyqmc,3.7,3
LNV WEIGHBRIDGE,,Ramdasi,Bihar,805125,OPERATIONAL,24.630585,85.5026919,"JGJ3+63P, Ranchi - Patna Rd, Ramdasi, Rajauli, Bihar 805125, India",ChIJ3WfixUMP8zkRi1kQ0Eu1SNs,3.9,21
WEIGHTCOM INDUSTRIES,,Bhitia,Jharkhand,828127,OPERATIONAL,23.8514508,86.4746717,"Bhitia, Jharkhand 828127, India",ChIJoTcEKYq79jkRC50sL7ZTsj4,5,6
MS dharam kanta,,Irba,Jharkhand,835219,OPERATIONAL,23.46087,85.448477,"FC6X+89X, Irba, Jharkhand 835219, India",ChIJqYBPI9j69DkRIE2o7p_aM3w,4.5,10
Ishan Weigh India Pvt Ltd,080928 47426,Ranchi,Jharkhand,834001,OPERATIONAL,23.3824084,85.2955533,"201 Extension Block, Rajdhani Manya Tower, Piska More, Ratu Rd, Ranchi, Jharkhand 834001, India",ChIJ_eJwDaTf9DkRZFPZLi7VL_s,5,7
Khanudih Inmotion Rail Weighbridge,,Sukudih,Jharkhand,828306,OPERATIONAL,23.7978395,86.20295229999999,"BLOCK II AREA, Sukudih, Jharkhand 828306, India",ChIJ7_B895Ae9DkRy7HBGrEKD_c,3.5,8
Krishu Dharamkanta,,Latehar,Jharkhand,829206,OPERATIONAL,23.7401473,84.5232293,"Latehar Kinamar, Latehar, NH-75, Chandwa, Road, Latehar, Jharkhand 829206, India",ChIJTyPH6DhrizkR1AGiEoTPog4,5,1
Suman Weigh Bridge,,Bagsuma,Jharkhand,828109,OPERATIONAL,23.8177476,86.5534687,"RH93+39W Nero More, Bagsuma, Jharkhand 828109, India",ChIJ47hJvHq_9jkRl-uZMMA-j90,4,8
RAMYA DHARAM KANTA,079030 47964,Ranchi,Jharkhand,834006,OPERATIONAL,23.3077764,85.2412145,"balalong chowk, beside yatri shed, Ranchi, Balalong, Jharkhand 834006, India",ChIJmyOZawAh9TkRyUEo4fTp9H4,5,8
check post weight bridge,,Babupur,Jharkhand,815357,OPERATIONAL,24.120433,86.9086331,"4WC5+5FC, Dumka - Jamtara Rd, Babupur, Jharkhand 815357, India",ChIJSRDH3VTV8DkRRMML2PZZyRQ,4.6,5
Sri Hanuman Weigh Bridge,088776 61742,Ranchi,Jharkhand,834009,OPERATIONAL,23.3813549,85.3648765,"Old, Hazaribagh Rd, near Ayodhyapuri, Deepatoli, Kokar, Ranchi, Jharkhand 834009, India",ChIJj3Ppztzj9DkR5gcM0LJruEw,5,1
jocp weigh bridge kanta,,Laiyo,Jharkhand,825325,OPERATIONAL,23.796713,85.6066597,"QJW4+MMM, Laiyo, Jharkhand 825325, India",ChIJH3dN5AFi9DkREIRHC2T55bU,3.5,18
Phusro Station Inmotion Rail Weighbridge,,Phusro,Jharkhand,829144,OPERATIONAL,23.767309,86.00756109999999,"Q285+W2F, Phusro, Jharkhand 829144, India",ChIJKeN_yIYV9DkRz9nqlr65-y4,3.8,28
Weigh Bridge 5 &6,,Sana,Jharkhand,828205,OPERATIONAL,23.8201888,86.7389233,"RPCQ+3HF, Sana, Jharkhand 828205, India",ChIJoWUQWVTD9jkRqLg1Zl4M4Jw,4.3,3
TATA STEEL RAMMANDIR WEIGH BRIDGE,,Jamshedpur,Jharkhand,831001,OPERATIONAL,22.7907264,86.1866239,"Q5RP+89X, South Park, Bistupur, Jamshedpur, Jharkhand 831001, India",ChIJh1UlqPDj9TkRkQKktR1b_EU,3,1
Argada Weigh bridge,,Argada,Jharkhand,829101,OPERATIONAL,23.657509,85.4541196,"MF53+2J5, Unnamed Road, Argada, Jharkhand 829101, India",ChIJ3flxN4zy9DkRAzZBsL24MS8,3.2,10
Aryan Weigh Bridge,,Pinargaria,Jharkhand,816103,OPERATIONAL,24.206016,87.6408469,"6J4R+C85, Pinargaria, Jharkhand 816103, India",ChIJ0wo4LhID-jkRaFafvSZktWE,,
New Birsa Weighbridge,,Potanga,Jharkhand,825311,OPERATIONAL,23.7136932,85.2880335,"P77Q+F6F, Potanga, Jharkhand 825311, India",ChIJJedbiUGV9DkRogavDoBQaqY,5,5
BAJRANGBALI WEIGH BRIDGE,,Tola Deoli alias Bargidih,Jharkhand,828109,OPERATIONAL,23.814338,86.5659396,"RH78+QCX, Tola Deoli alias Bargidih, Deuli, Jharkhand 828109, India",ChIJ82RnbU6_9jkRIwLliivhq_s,4,3
A-One Weighbridge,,Bokaro Steel City,Jharkhand,827010,OPERATIONAL,23.6415573,86.09596619999999,"J3RW+CCX, Siwandih, Bokaro Steel City, Jharkhand 827010, India",ChIJZf281DUj9DkRBL5eQ0-cg2o,4,8
